SeqID	Len
uc008uxu.1	856
uc008bis.1	42
uc007bip.1	2802
uc008kgh.1	2047
uc012grl.1	80
uc009lvs.1	2314
uc008jng.2	4352
uc008eod.1	2670
uc009ihl.1	4961
uc012exp.1	4099
uc009iqg.1	1502
uc012eke.1	2452
uc012hpm.1	65
uc009las.1	2907
uc008pkc.1	2619
uc009awl.2	2718
uc008gms.1	748
uc012axx.1	753
uc009git.1	1063
uc007jcj.2	1074
uc007fyz.1	1249
uc007stm.1	2921
uc009cte.1	5280
uc007nhp.1	1954
uc008phu.2	2322
uc007ikz.1	592
uc007cid.1	2141
uc007fcg.2	2967
uc007tkk.2	2748
uc007mmw.1	657
uc007ncj.1	3102
uc008txm.1	2769
uc007jak.1	2099
uc007jyy.1	4215
uc007tyg.1	3651
uc007qzd.1	3472
uc009alf.1	728
uc012bxt.1	3323
uc008wdx.1	6188
uc007lud.1	3512
uc011xtn.1	4290
uc009rpe.2	2126
uc012ahk.1	29
uc008dfq.2	3026
uc007tqo.1	463
uc012boz.1	2796
uc007qjw.1	31
uc009oed.2	2789
uc012hgj.1	1053
uc008ige.2	3479
uc012djx.1	10950
uc007vla.1	2013
uc007iqd.1	2521
uc008klf.1	975
uc011ykl.1	1763
uc007wme.1	1904
uc009mez.2	2963
uc007vij.1	3710
uc008iml.1	365
uc009gls.1	1336
uc012ddt.1	2675
uc007ccg.1	35
uc007fcv.2	2697
uc008mtv.1	1255
uc007pog.2	3436
uc011yms.1	75
uc008slh.1	3539
uc007esa.1	3516
uc009slw.1	2720
uc011yjo.1	2212
uc008pkw.1	2218
uc009fju.1	1075
uc009vio.1	831
uc007ukf.1	1249
uc007lrg.1	3723
uc007jbu.2	1041
uc012hmu.1	3071
uc012eni.1	488
uc008vrq.2	5756
uc008xdy.1	3988
uc012dup.1	4000
uc009pxy.1	2560
uc009nvt.1	1758
uc009mcc.1	98
uc009kqt.1	3796
uc008mik.1	3216
uc011wsa.1	1169
uc009ghu.2	631
uc008yba.2	2086
uc007mlg.2	1805
uc012bor.1	1864
uc009soj.2	1896
uc008yfr.1	2276
uc008zui.2	3669
uc008gaa.1	1338
uc007ytk.1	1233
uc007vor.1	2999
uc007bny.1	1873
uc012dqm.1	2948
uc009ufj.1	4352
uc007stk.1	2266
uc007xuu.1	2265
uc009hky.1	35
uc009hjn.1	36
uc007ccy.1	60
uc008nju.2	831
uc011xsp.1	1781
uc012dyw.1	112
uc008bxq.1	2216
uc008qnr.1	3491
uc007hhy.1	5573
uc007gjj.1	2300
uc009onh.1	903
uc008qdi.2	1109
uc008nre.1	4301
uc008zph.1	8226
uc008plt.2	1625
uc008nxp.1	3451
uc007tbx.2	2953
uc008axb.1	6216
uc007caj.1	2835
uc008jpw.2	4358
uc007qlz.1	4373
uc007xhm.1	977
uc008wun.1	5033
uc012cls.1	4858
uc007xsf.1	956
uc009inq.1	6610
uc012esc.1	3778
uc007ian.1	4047
uc008glk.1	2755
uc007qcn.2	3879
uc009aoy.1	690
uc009ppa.1	60
uc008xsz.2	4143
uc008aji.1	907
uc008lfx.1	1817
uc008eyy.2	2416
uc007dqt.2	1520
uc009pof.1	41
uc009fgh.1	1217
uc008jmo.1	984
uc009jkr.2	4911
uc007qfv.2	1163
uc009fhr.1	1871
uc008vjc.2	14201
uc008wot.1	1972
uc007nny.1	507
uc007lac.1	1248
uc009gda.2	2093
uc007bvx.1	885
uc008ubv.1	3189
uc012gao.1	314
uc008bkx.1	86
uc012aps.1	1275
uc008qky.1	8365
uc009tqh.2	3376
uc009kdu.1	3524
uc007rtm.1	1715
uc008klz.1	927
uc008nao.1	80
uc008ius.2	2796
uc008kau.1	2779
uc009qml.1	29
uc009qmc.1	47
uc009gvs.1	1699
uc008pnt.2	3789
uc008nwu.2	6042
uc007pwp.2	5647
uc008phn.2	2020
uc009szp.1	5122
uc009lfl.2	4039
uc007ucc.2	4342
uc007obz.1	668
uc012erv.1	3746
uc008yat.1	10066
uc008udk.2	4370
uc009iyl.2	1489
uc007xjg.2	1964
uc007fks.1	38
uc007eog.1	3420
uc009box.2	745
uc012ago.1	4999
uc009udz.1	743
uc007des.1	3979
uc007ihh.1	821
uc007rpg.1	2263
uc007ekb.1	2287
uc008fwj.1	699
uc009jxg.1	1013
uc008jap.2	864
uc009pvv.1	3080
uc012bnk.1	4075
uc008bbf.2	1437
uc007nda.1	3220
uc008rfc.1	2925
uc009sdr.1	7026
uc007ywz.1	1214
uc009bqe.1	741
uc008yul.1	32
uc007wjj.2	3411
uc007bch.2	8622
uc008nch.1	63
uc008hwt.1	2125
uc008xzv.1	1610
uc012aqs.1	4250
uc008qst.1	1584
uc008pia.1	2488
uc008dpo.1	285
uc012das.1	2025
uc008qxo.2	2313
uc008coz.2	3504
uc008hyh.2	4163
uc012dwr.1	225
uc008lvb.2	4085
uc007whz.1	1961
uc007phm.1	1443
uc009ggs.2	4097
uc009ala.1	3273
uc011wrd.1	1365
uc008juh.1	3533
uc009gck.2	3281
uc011xln.1	7246
uc012eom.1	2962
uc008rri.1	1920
uc007jiy.1	8740
uc009ewq.2	2281
uc012gso.1	476
uc007xle.1	4147
uc007ccd.1	30
uc008qxq.2	5394
uc007bhl.1	1135
uc008cvd.2	1340
uc009pno.1	30
uc007xtx.1	2193
uc007env.1	5307
uc007kid.2	3193
uc009etw.1	1317
uc012hgb.1	602
uc008blb.1	28
uc009upv.1	1512
uc008kdy.1	539
uc007wnq.1	565
uc008brz.1	2400
uc012gfa.1	4598
uc009dva.2	3032
uc009tsy.2	3000
uc007wnw.1	1933
uc007khi.1	6387
uc012gns.1	1098
uc009rdw.1	686
uc008jep.1	951
uc009ogd.1	3045
uc007sir.1	31
uc007wav.1	4830
uc008noy.1	534
uc011ygf.1	8642
uc009rxl.2	2829
uc008ecu.1	3121
uc008ajy.2	3208
uc007ofh.1	4917
uc009kno.2	1050
uc007tcu.1	848
uc007nir.1	3527
uc008kmi.1	956
uc008ame.1	4229
uc012dvu.1	1652
uc009ifu.2	2472
uc007ppr.1	2221
uc007yvs.1	3229
uc007sog.1	41
uc009pjt.1	630
uc007gdb.1	1589
uc009gim.1	503
uc008dph.2	4343
uc007twr.2	2438
uc007sol.1	37
uc009vai.1	3137
uc008xnn.1	3439
uc007nbw.1	1547
uc008ypx.2	3242
uc008ved.2	3878
uc008qdb.1	719
uc007jex.1	2874
uc009txo.2	1851
uc007jqb.1	547
uc008ihn.2	1815
uc009azl.1	950
uc009jrd.1	2539
uc009khd.2	1595
uc007ril.1	1368
uc009iih.1	3450
uc007shq.2	1755
uc007dol.1	1822
uc011xiu.1	4562
uc008xzd.1	873
uc008nin.2	1730
uc007zvc.1	902
uc008hli.1	880
uc008tnr.2	549
uc007dfq.1	121
uc012dgy.1	2028
uc012hec.1	96
uc007swp.1	4063
uc008hrp.1	3264
uc008drl.1	1254
uc008chz.2	850
uc008qvx.2	1510
uc007dko.2	3051
uc008mhx.1	1925
uc008kjk.1	2437
uc008bjj.1	32
uc008lrx.2	4916
uc009rkc.2	633
uc007toc.2	2781
uc009ssc.1	1952
uc008ooh.1	2835
uc008wns.1	3193
uc007yok.2	1420
uc009pvq.1	3022
uc008nau.1	32
uc008fnx.1	1248
uc011wwv.1	817
uc012cmq.1	2014
uc007whj.1	2847
uc007ebr.2	4045
uc007fdg.1	1626
uc008gjo.1	894
uc009kpv.1	3355
uc012hlh.1	759
uc009pui.1	1133
uc012cin.1	3278
uc008dbf.2	2365
uc007twg.2	310
uc008gcn.2	973
uc009kfq.2	2792
uc008llr.1	3309
uc009ojw.1	2228
uc008tec.1	33
uc009gji.1	2122
uc009epm.1	7538
uc012edo.1	2664
uc007kyl.1	3493
uc007czh.1	3887
uc008qdq.1	695
uc007rhk.1	973
uc007dwh.1	4695
uc008svd.1	3203
uc012fun.1	2314
uc009jqv.1	1805
uc008maz.1	742
uc007vhi.1	986
uc007npe.1	4235
uc007gym.1	5701
uc007wwd.1	4366
uc007bkv.2	601
uc007ixr.1	2073
uc009brh.1	927
uc012gqn.1	351
uc009gdz.1	1184
uc007gyn.1	4494
uc009joi.1	637
uc008pgo.2	1876
uc008tsg.1	2128
uc008jfb.1	3001
uc007gvb.1	2635
uc009lhd.1	2321
uc008dnu.2	823
uc007moj.1	2298
uc011wto.1	4094
uc009nnf.2	2231
uc007hnx.2	1640
uc012hcd.1	3336
uc012gak.1	4730
uc009ila.1	1369
uc012bhf.1	484
uc009tdn.2	1142
uc009sel.2	2426
uc009mgb.1	2556
uc012adf.1	3311
uc007cmg.2	7308
uc007kzi.2	3424
uc007yra.2	2262
uc009qqb.1	8000
uc008mry.2	1167
uc008rdo.2	1698
uc011wsj.1	5445
uc009aqh.1	40
uc009sru.1	1898
uc008iye.1	5485
uc007izb.1	1790
uc007wpw.1	30
uc007txz.1	8738
uc008opl.2	646
uc008mqe.2	3824
uc012fsx.1	3403
uc007jzt.1	3466
uc008fww.2	3318
uc009nkj.1	29
uc007pyx.1	2243
uc009fyr.1	1954
uc008pbx.1	2345
uc008egw.1	2551
uc008def.1	1862
uc008slf.1	32
uc008kkd.1	930
uc007wph.1	1568
uc009esd.1	2714
uc008eyv.1	1754
uc008lmt.1	980
uc011zud.1	1495
uc008dwo.2	786
uc009mtt.1	31
uc007zpo.1	4213
uc011wxo.1	431
uc007ouj.1	2856
uc008iiy.1	1406
uc008qnh.1	2509
uc007ajb.1	652
uc008wxm.1	1941
uc007iyk.1	1454
uc009oux.1	764
uc012dco.1	1763
uc007lps.1	2049
uc007uhx.2	1351
uc008ast.1	1431
uc007xfo.2	1832
uc007vfx.1	3212
uc008nrm.1	798
uc009upb.1	1278
uc008ces.2	896
uc009nxt.2	3727
uc008qfn.1	1113
uc008vdd.1	241
uc008qds.2	681
uc008kam.1	2878
uc007eow.2	2603
uc009abg.2	1878
uc007dra.1	933
uc008gis.1	924
uc008wxa.2	2006
uc007xnc.1	2837
uc008gwo.1	2265
uc007kdf.1	2642
uc008fip.1	29
uc007fin.1	61
uc008jku.2	6053
uc009sdq.1	2633
uc008fab.2	1330
uc009lsw.1	2444
uc008owz.2	664
uc007vll.1	3248
uc008hau.1	1075
uc008sca.2	1873
uc007iiq.1	2312
uc007euj.1	2030
uc009qfz.1	61
uc008vct.2	2288
uc007gbz.2	920
uc009jis.1	8079
uc008yeo.1	2653
uc007vwj.1	49
uc007vgo.2	2382
uc008fky.1	59
uc007wjx.2	1656
uc008pjy.2	6266
uc009jkz.1	1846
uc012hcl.1	3713
uc012cno.1	1033
uc011xgp.1	4617
uc008wau.2	1109
uc012eia.1	2614
uc007lce.2	2084
uc008ozn.1	2479
uc008xoy.2	6665
uc011yoi.1	5095
uc007alg.1	1390
uc008kfe.1	7297
uc008ber.1	2627
uc009orf.2	7348
uc008xhz.2	3864
uc007eit.1	4284
uc009gxe.1	4983
uc008fzi.1	709
uc009jqj.1	3994
uc012bpy.1	99
uc009snz.2	2900
uc009sml.2	2662
uc009pvx.2	1330
uc009jqt.1	318
uc008uld.2	1958
uc008qai.1	5705
uc009psg.2	2075
uc008wed.1	1434
uc009rwg.2	3366
uc007sna.1	33
uc007zjv.1	598
uc008kys.1	37
uc011xbh.1	2496
uc007vwg.1	31
uc007vgn.2	4843
uc009cpj.2	3654
uc012awf.1	2673
uc009cje.1	723
uc009bti.2	3478
uc012dzr.1	4464
uc008vaq.1	26
uc012ehx.1	2742
uc012hge.1	648
uc008ppt.1	966
uc008kdc.1	3118
uc009eoo.1	4205
uc007tsq.2	334
uc009cdr.2	4636
uc008qnm.2	2269
uc012cpz.1	1303
uc008oug.1	474
uc009nid.1	16439
uc008udw.1	1678
uc007rym.2	2622
uc008xtr.2	3098
uc008slb.1	4551
uc009jgv.1	1285
uc007age.1	1261
uc009hnn.1	642
uc012fbl.1	2897
uc012djj.1	2409
uc008jrf.1	1796
uc008yfz.1	1848
uc008pah.1	1972
uc007qha.1	1554
uc007mpt.1	3754
uc009bxe.1	940
uc008ezy.2	2648
uc008ikl.2	2701
uc008wqe.1	6436
uc009uth.1	4708
uc008shd.1	4319
uc012hsv.1	1056
uc011zjv.1	1021
uc007ssb.1	3349
uc009kxr.1	1824
uc009kdf.1	1670
uc007rec.1	3294
uc008rfp.1	5361
uc009djw.1	2402
uc008enp.1	3347
uc008rjk.1	1273
uc012ahj.1	2515
uc007dqd.1	2190
uc008nvv.1	1619
uc009ata.1	29
uc008agi.1	1840
uc007ggq.2	2884
uc007glw.1	30
uc009qqz.2	1210
uc008qkw.2	344
uc009qmw.1	633
uc008ogm.1	1628
uc008nsn.1	954
uc007azh.1	931
uc012bog.1	56
uc009ssn.1	4742
uc008mqn.1	527
uc008inx.1	3616
uc007bit.2	1003
uc007akg.1	3742
uc009rrb.1	11558
uc009ihr.1	7252
uc008fgr.1	78
uc009dhm.1	1301
uc008pnr.2	1029
uc007jvl.1	4862
uc009tkg.2	2148
uc008aiz.1	789
uc007pjg.2	3122
uc007jrh.2	2229
uc009spd.1	604
uc007ntm.2	2821
uc007eoe.1	4901
uc008cjw.1	1758
uc008elc.1	4134
uc008dpe.1	3697
uc007wcj.1	3219
uc009ihc.1	3838
uc009bbj.1	3031
uc007yzt.2	4027
uc007yge.2	1611
uc008wee.1	3227
uc011zbc.1	1920
uc007oez.1	2983
uc012gdz.1	3211
uc008kea.1	1424
uc008fjd.1	63
uc008zpy.1	1133
uc008llf.2	1198
uc007rbn.2	3274
uc008rwg.1	921
uc007dyc.1	4377
uc008txv.1	1182
uc009ryt.2	4728
uc008gec.2	1971
uc007ptg.1	897
uc007pjd.1	3341
uc009esi.2	4420
uc007asd.1	3921
uc012fwx.1	813
uc009aft.2	1110
uc007zzu.1	1846
uc007lih.1	1975
uc008bwd.2	1849
uc007gvf.1	793
uc009mhz.1	1750
uc008nvj.1	2480
uc008jvq.1	3798
uc009qaq.1	720
uc008dqg.1	3228
uc008elw.1	2496
uc008kbc.1	4205
uc011wmm.1	3877
uc009mih.1	4706
uc011yvw.1	1168
uc011wzd.1	2491
uc007dbd.1	1363
uc008xqj.1	2889
uc008fez.1	5008
uc007tmf.1	1227
uc007npk.1	2116
uc008qsa.2	2661
uc009dlo.1	4305
uc009den.2	709
uc012axd.1	2147
uc007hjy.1	3436
uc009fdc.1	2445
uc007lyu.1	6598
uc007fmf.1	3886
uc007qsz.2	6585
uc007qrp.2	2469
uc007why.2	2414
uc007ejt.2	4977
uc008jtk.1	4212
uc007ozx.1	1891
uc009bnn.1	856
uc008mbh.2	1676
uc007rhh.1	2746
uc007gbd.2	3928
uc008iss.1	3916
uc009pok.1	32
uc007sft.2	2631
uc007emn.1	8216
uc011yco.1	2374
uc008mjm.2	3164
uc009bsf.1	933
uc009gmx.1	454
uc009tww.2	2427
uc008zwj.1	4890
uc008wzv.1	2150
uc007ddv.1	8602
uc008cnf.1	939
uc012gwd.1	1414
uc007woc.1	7371
uc012czj.1	3960
uc009lef.2	7731
uc007rfc.2	3436
uc008lvq.2	5160
uc007pae.1	1609
uc009jtv.1	1839
uc007ggs.2	3358
uc007ydd.1	1109
uc007uuq.1	4087
uc009ozf.2	1016
uc007rhp.1	7094
uc007dae.2	2351
uc007ndt.1	941
uc007xlh.1	4122
uc008hdy.2	8026
uc009ejx.1	951
uc008dsu.1	2520
uc007pfw.1	2826
uc011wjw.1	5581
uc008onf.1	1351
uc007qwa.1	1282
uc007ohm.1	1360
uc007ioj.1	2185
uc007hca.2	2693
uc012hkm.1	2160
uc007iwh.1	4382
uc009sga.1	2777
uc009qny.1	1541
uc009oug.1	2100
uc007huv.1	1343
uc012bab.1	413
uc008xkf.1	3009
uc012cec.1	2756
uc008jww.1	3644
uc009jai.1	948
uc012cug.1	8412
uc008jvs.1	3052
uc009pfl.1	1752
uc009gpd.2	3235
uc012dgg.1	1312
uc008cos.1	3283
uc012gbh.1	8158
uc007uct.2	6876
uc008dab.1	3499
uc009ngo.1	2912
uc007blu.1	3073
uc007idb.2	3926
uc012aah.1	2614
uc008bav.2	8240
uc007zif.1	3866
uc007ijp.1	2235
uc009ppk.1	69
uc009kdo.1	6488
uc007xel.2	4691
uc012acu.1	4548
uc007now.1	3914
uc007fyr.1	1646
uc012cmn.1	3519
uc009phu.1	2892
uc008jsh.1	3550
uc007gfq.1	3479
uc008hmw.1	3965
uc007esu.1	3937
uc009snr.1	1166
uc009ohh.2	942
uc007kkq.1	1503
uc009hcl.2	2794
uc007gon.1	34
uc012bfi.1	1989
uc009eab.1	43
uc007ilm.1	2715
uc008bhu.1	40
uc007rsa.1	2604
uc008agj.1	1869
uc007wvm.1	830
uc007juq.2	562
uc009hil.1	1026
uc008hjt.1	3039
uc009ffb.2	3255
uc008wre.1	3493
uc008lya.1	2131
uc007qgq.1	565
uc011yyf.1	1459
uc007lim.1	1689
uc011ydu.1	5761
uc008wvy.1	759
uc007tgc.1	2867
uc008poa.1	6841
uc007xqk.1	2755
uc007mms.1	3172
uc008rmz.1	4189
uc007rev.1	4732
uc007xnh.1	1035
uc007sca.2	2065
uc009kkq.2	1868
uc008frs.1	1004
uc009cuu.1	409
uc009ler.2	1364
uc008ocv.1	968
uc009sdv.2	2455
uc009aun.2	5638
uc011yqp.1	3683
uc009dyt.1	38
uc008fwd.1	811
uc007fyq.1	1560
uc007gkb.1	3505
uc008eas.1	3697
uc008xcn.2	3066
uc007nmv.2	1113
uc007dzx.2	1594
uc009tpx.1	3071
uc008lsn.1	4716
uc007dju.1	1320
uc009lew.2	4195
uc008maj.1	2259
uc008yky.1	4504
uc008vdp.1	300
uc007sfj.1	814
uc009hxa.2	3385
uc007ehx.2	1917
uc008vkz.2	3613
uc007ust.1	934
uc009ika.1	5318
uc007dkf.1	316
uc007fxx.1	2335
uc007bcm.2	1579
uc008wud.1	1741
uc008epq.1	3533
uc009ezy.1	2322
uc008jtt.1	2873
uc008kgo.1	2314
uc009rtv.1	2082
uc008hhm.2	4521
uc007mpp.1	2948
uc009jhx.1	3315
uc008pri.1	9900
uc012fod.1	2782
uc009jcj.1	993
uc007opm.1	35
uc009hne.1	31
uc008dos.1	1178
uc012ema.1	2177
uc008tae.1	7507
uc007tff.1	35
uc011ykq.1	2542
uc012gjx.1	4238
uc012dka.1	2681
uc008rbr.1	1826
uc009kiu.1	3823
uc009jef.1	3913
uc009dyi.1	69
uc009baz.1	2685
uc007lqc.1	2860
uc007gar.1	4208
uc009mxy.2	2945
uc007zgi.1	1341
uc011zoe.1	13207
uc011yjj.1	2214
uc009jeq.1	1570
uc008soh.1	1455
uc008pax.2	2452
uc007qdx.1	551
uc009nqc.1	688
uc008rpi.1	3540
uc009luf.1	4559
uc008yum.1	27
uc007org.1	3556
uc008gzn.1	6676
uc009ldk.2	1227
uc008uzp.2	5079
uc009nuu.2	2782
uc007asy.1	3135
uc012gln.1	4539
uc008idn.1	4146
uc008cnu.1	972
uc011ypl.1	1628
uc012aiu.1	4363
uc008kvi.2	2430
uc009qrc.1	1509
uc009dnh.1	2716
uc008rzl.2	2995
uc007hwf.1	1100
uc007ons.1	54
uc008gmy.2	2366
uc009otz.1	606
uc009pop.1	44
uc012bnq.1	3732
uc007znj.2	3253
uc007yrx.2	4566
uc011ykr.1	5097
uc008tur.1	1604
uc009aki.1	2832
uc007rlq.1	4209
uc007nit.2	693
uc008wry.1	2318
uc008yva.1	60
uc007tkf.1	1881
uc007prj.1	483
uc009qlb.1	82
uc008wif.1	1368
uc008dcg.1	3299
uc008uqs.1	1862
uc009ton.2	1383
uc007izc.1	2053
uc007mdc.2	5992
uc009unv.1	2022
uc009abe.2	3892
uc008drg.1	8919
uc007xff.1	2360
uc007udx.2	4145
uc009nrv.2	1819
uc012bjd.1	1956
uc008und.2	3394
uc007vga.1	1741
uc007wya.1	1257
uc007tbj.1	3445
uc007rur.1	765
uc012gzj.1	5894
uc009jhc.1	382
uc008zbp.1	30
uc008tjn.1	1629
uc008ito.1	1669
uc008cpd.1	1476
uc007dhq.1	4069
uc009ldz.2	3405
uc007zje.2	7352
uc011wnr.1	4522
uc007tzg.1	906
uc007dtt.2	2195
uc007zdb.2	2284
uc007wkq.2	1750
uc009ifp.2	2742
uc008hpy.1	6190
uc008mmh.1	6136
uc008apv.1	1296
uc007vkb.1	2418
uc008mwu.1	54
uc009ili.1	2335
uc008eby.1	3661
uc007bzk.1	3369
uc009kmr.1	693
uc009mqr.1	2345
uc008sif.1	2154
uc008ihl.2	4821
uc007wdp.1	39
uc007qys.1	1802
uc012bln.1	1781
uc009ejr.1	918
uc008fva.1	2475
uc007fds.2	1243
uc008qpo.1	10506
uc009hlg.1	30
uc008oll.1	2547
uc009psa.1	3486
uc008kwv.2	2768
uc009rga.1	3267
uc007bvf.1	4700
uc007pca.2	3502
uc007ijm.1	587
uc009ssd.1	709
uc009ksp.2	1239
uc012doz.1	4244
uc008llw.1	2028
uc007tcq.1	930
uc008nca.1	30
uc007rfd.2	5764
uc008kjp.1	838
uc007yks.2	2204
uc008roz.1	2246
uc009fdp.1	921
uc008wvm.1	626
uc007fzt.2	1572
uc007tha.1	5170
uc007dbk.2	992
uc009oes.1	2188
uc008irz.2	1890
uc008ruv.1	2148
uc008ekm.2	2461
uc008kek.1	1478
uc008blx.1	30
uc009dqr.1	396
uc007jhp.1	3176
uc008ggc.2	2397
uc011wqq.1	1162
uc009mhn.1	2885
uc008kvf.2	4669
uc008joz.1	1340
uc008amk.2	2318
uc008evw.1	1275
uc012aqf.1	1316
uc009fff.2	3497
uc008bbm.1	1514
uc012gbf.1	1420
uc008lcn.1	73
uc008min.2	1520
uc011zjk.1	4349
uc007exl.1	2515
uc012fcy.1	924
uc009cuw.1	879
uc009uiw.2	1831
uc008xod.1	4699
uc009fwv.1	3690
uc012beg.1	3290
uc007czb.1	4298
uc009uyg.1	910
uc008clw.2	2694
uc009qkt.1	31
uc009sxo.1	1838
uc009sgx.1	1271
uc008wav.2	2073
uc009bhb.1	1341
uc007vim.1	1976
uc008jvc.1	1560
uc007lwl.1	305
uc008xxq.1	2657
uc008fhm.1	28
uc007wdj.1	35
uc008urk.2	3433
uc008ndd.1	54
uc008daj.1	1187
uc008fpl.2	2108
uc012fbq.1	918
uc008xdr.1	3776
uc009rua.1	4573
uc008wpi.1	11702
uc007atl.2	2440
uc007gow.1	43
uc011ywn.1	2305
uc007hfq.1	3184
uc007zlj.1	712
uc008cec.1	3848
uc008pza.1	4331
uc008itg.1	861
uc011yht.1	4647
uc011wxi.1	4954
uc008ppr.1	4256
uc012acc.1	391
uc008etn.2	484
uc007zyi.2	5386
uc008wkm.1	2705
uc007gvs.1	603
uc009tnz.1	8369
uc009ube.1	4320
uc009sho.1	874
uc009snq.2	3116
uc008qni.2	2828
uc008vkn.1	3218
uc007clu.2	554
uc008xfx.1	1469
uc007xag.1	2618
uc009swm.1	1941
uc007nsh.1	1353
uc009qmm.1	35
uc007uwf.2	2588
uc008xyh.2	2117
uc008uqz.1	3391
uc007zeo.1	2221
uc012clv.1	2087
uc009kyd.1	2755
uc009ugk.2	2491
uc012dwp.1	2211
uc008dmi.1	1478
uc008ldn.1	105
uc011znn.1	652
uc009uga.2	6983
uc007klv.2	4536
uc008xkh.1	2487
uc012cfi.1	6705
uc007uqu.2	1473
uc008hzj.1	4887
uc012gar.1	454
uc009uzs.1	1724
uc007yxl.2	3071
uc008nie.2	4078
uc008oqg.1	1754
uc007srh.1	777
uc008fyx.1	3939
uc007mak.1	5478
uc008zpv.1	2622
uc008yvx.1	34
uc009lwv.1	2697
uc007ord.2	5697
uc012arz.1	85
uc007gkg.2	3535
uc009dfr.1	1347
uc008xal.2	2134
uc007lfo.1	2822
uc007wzx.2	2574
uc007ybk.1	1392
uc009vbi.1	2583
uc007mcy.2	939
uc009ejj.1	918
uc008awe.1	1038
uc009ars.1	55
uc009ecj.1	29
uc007psj.1	960
uc011xpe.1	9282
uc008nam.1	30
uc007fjc.2	3264
uc009gkt.1	3165
uc012ceh.1	4219
uc009qnt.1	4301
uc012efw.1	96
uc007idl.1	3501
uc009eec.1	30
uc012cbl.1	4792
uc008gjr.1	4195
uc008hlx.1	1787
uc012ale.1	885
uc007cuk.1	329
uc009mzw.1	868
uc007ieg.1	793
uc009rbs.1	2301
uc007xfu.1	2568
uc009esx.2	1512
uc007dap.2	1415
uc012fjo.1	7596
uc008xpy.1	2039
uc007vwy.1	76
uc012fzx.1	2468
uc008ogj.1	752
uc007klr.1	1253
uc008cqc.2	5479
uc009dve.2	1322
uc009gdb.2	2474
uc012hof.1	1403
uc012fls.1	90
uc012coa.1	96
uc008nkb.1	3956
uc012gly.1	1084
uc009cey.2	4259
uc008wvt.1	1337
uc009kbr.1	160
uc012dfn.1	888
uc008zhj.2	2893
uc008wai.1	9486
uc007ydh.2	1246
uc012fzm.1	5067
uc007xdd.1	2425
uc007tuj.2	324
uc007jon.1	2659
uc008ign.1	8414
uc008oiu.1	537
uc011zai.1	3140
uc007zsw.1	2530
uc008bmx.1	47
uc008aps.1	3524
uc008azm.2	5814
uc007qlo.1	40
uc012bat.1	4556
uc008jjn.2	5448
uc008vef.2	1010
uc008iaz.1	892
uc009pqg.1	39
uc012fra.1	939
uc009twy.1	1070
uc012eoa.1	1341
uc008rjb.2	2704
uc008mej.2	5629
uc008cpy.2	5259
uc011xoe.1	34
uc012eer.1	2640
uc009lyo.1	2287
uc008xnd.1	1968
uc007huj.1	1855
uc008gcb.1	2660
uc009lbz.1	380
uc008djr.1	31
uc009iuv.1	1662
uc008mak.1	4554
uc008bzp.2	1916
uc009jxk.1	1030
uc009cxy.1	578
uc008viv.1	1101
uc009dyr.1	33
uc007ffi.1	1131
uc009flt.1	1783
uc012byy.1	563
uc012hdv.1	778
uc007trq.1	353
uc007fzs.2	1953
uc007ydv.1	1623
uc009fkp.2	2624
uc008kgd.2	3370
uc009gll.2	1761
uc008rzh.2	4676
uc009mar.2	1398
uc008mss.1	1065
uc009cfe.1	3042
uc012dlm.1	2448
uc008pfp.1	1960
uc007wkx.1	4001
uc012ejr.1	71
uc009dzr.1	48
uc008ocx.1	2220
uc008ygs.1	2348
uc007rlt.1	3792
uc008cko.1	1009
uc009jty.1	2510
uc007rfu.1	3660
uc009fnm.1	1635
uc008ina.1	1227
uc008oqk.1	1763
uc009khv.1	933
uc009bfr.1	3393
uc008gdo.2	2023
uc012akt.1	715
uc008xou.1	2296
uc008wzo.1	763
uc012cfy.1	1659
uc011zni.1	542
uc007gec.2	1299
uc011ytq.1	68
uc008hcf.1	1252
uc008dum.1	4159
uc007xdy.2	4562
uc009tao.1	7631
uc012bxc.1	2663
uc012dew.1	3295
uc008asw.2	1522
uc008mul.1	3860
uc009bpy.1	738
uc008hhq.1	973
uc007ezk.1	898
uc007iup.2	1253
uc012hgq.1	2243
uc009vco.1	2484
uc007ufq.1	4581
uc007gru.2	3935
uc008lgq.1	740
uc007xmb.2	2267
uc009qym.2	2712
uc007qau.2	3804
uc009vca.1	2301
uc007rqe.2	582
uc012fdz.1	924
uc007hms.2	4394
uc008mhz.1	3832
uc007sxf.1	1984
uc009kbj.1	4440
uc008weg.1	3977
uc008kfi.2	780
uc008ioa.1	3746
uc007xcx.1	4056
uc008pgx.1	3740
uc007nae.1	3869
uc008oys.1	3024
uc007eev.1	3002
uc007kgp.1	571
uc009gcm.1	3529
uc007akf.1	2264
uc007hyp.2	1636
uc012drc.1	1885
uc008nzi.1	3993
uc007cct.1	34
uc009pym.2	3682
uc008itp.1	5893
uc008ekj.1	1373
uc008akb.2	4658
uc007alh.1	372
uc009jlo.1	2668
uc007kvd.1	5262
uc007vln.1	3066
uc011yxf.1	2956
uc009grr.1	2678
uc009cww.1	930
uc007ytj.1	492
uc007zfe.1	2065
uc008ebu.2	2576
uc008rhr.2	1603
uc009omo.1	6577
uc008awd.1	1499
uc009hqd.1	43
